,id_localidade,validade_inicial,mens,recebimento
75,SBMM,2020-09-11 15:00:00,METAR SBMM 111500Z AUTO 01026KT 9999 NCD 24/20 Q1017 W///S5=,2020-09-11 15:00:24
76,SBMM,2020-09-11 16:00:00,METAR SBMM 111600Z AUTO 01025KT 9999 NCD 24/20 Q1016 W///S4=,2020-09-11 16:00:18
77,SBMM,2020-09-11 17:00:00,METAR SBMM 111700Z AUTO 01026KT 9999 NCD 24/20 Q1015 W///S4=,2020-09-11 17:00:24
78,SBMM,2020-09-11 18:00:00,METAR SBMM 111800Z AUTO 01026KT 9999 NCD 24/20 Q1015 W///S4=,2020-09-11 18:00:48
79,SBMM,2020-09-11 19:00:00,METAR SBMM 111900Z AUTO 02023KT 9999 NCD 24/20 Q1016 W///S4=,2020-09-11 19:00:54
80,SBMM,2020-09-11 20:00:00,METAR SBMM 112000Z AUTO 02022KT 9999 NCD 24/20 Q1016 W///S4=,2020-09-11 20:00:52
81,SBMM,2020-09-11 21:00:00,METAR SBMM 112100Z AUTO 02025KT 9999 NCD 24/20 Q1016 W///S4=,2020-09-11 21:00:40
82,SBMM,2020-09-11 22:00:00,METAR SBMM 112200Z AUTO 02023KT 9999 NCD 24/20 Q1017 W///S4=,2020-09-11 22:00:50
83,SBMM,2020-09-11 23:00:00,METAR SBMM 112300Z AUTO 02022KT 9999 FEW014 24/21 Q1018 W///S4=,2020-09-11 23:00:51
84,SBMM,2020-09-11 23:27:00,SPECI SBMM 112327Z AUTO 02023KT 9999 NCD 24/20 Q1018 W///S4=,2020-09-11 23:27:16
85,SBMM,2020-09-12 00:00:00,METAR SBMM 120000Z AUTO 02023KT 9999 NCD 24/20 Q1018 W///S4=,2020-09-12 00:01:16
86,SBMM,2020-09-12 01:00:00,METAR SBMM 120100Z AUTO 02023KT 9999 SCT018 24/20 Q1018 W///S4=,2020-09-12 01:00:53
87,SBMM,2020-09-12 02:00:00,METAR SBMM 120200Z AUTO 02024KT 9999 FEW018 24/21 Q1018 W///S4=,2020-09-12 02:00:46
88,SBMM,2020-09-12 03:00:00,METAR SBMM 120300Z AUTO 03025KT 9999 NCD 24/20 Q1018 W///S4=,2020-09-12 03:00:24
89,SBMM,2020-09-12 04:00:00,METAR SBMM 120400Z AUTO 02025KT 9999 NCD 24/20 Q1017 W///S4=,2020-09-12 04:00:17
90,SBMM,2020-09-12 05:00:00,METAR SBMM 120500Z AUTO 03026KT 9999 BKN019 24/20 Q1017 W///S4=,2020-09-12 05:00:41
91,SBMM,2020-09-12 06:00:00,METAR SBMM 120600Z AUTO 02027KT 9999 BKN028 24/19 Q1017 W///S4=,2020-09-12 06:00:57
92,SBMM,2020-09-12 07:00:00,METAR SBMM 120700Z AUTO 02028KT 9999 BKN035 24/20 Q1017 W///S4=,2020-09-12 07:00:45
93,SBMM,2020-09-12 08:00:00,METAR SBMM 120800Z AUTO 02029KT 9999 NCD 24/19 Q1017 W///S4=,2020-09-12 08:00:17
94,SBMM,2020-09-12 09:00:00,METAR SBMM 120900Z AUTO 02026KT 9999 NCD 24/20 Q1018 W///S4=,2020-09-12 09:00:16
95,SBMM,2020-09-12 10:00:00,METAR SBMM 121000Z AUTO 01027KT 9999 NCD 24/19 Q1019 W///S4=,2020-09-12 10:00:38
96,SBMM,2020-09-12 11:00:00,METAR SBMM 121100Z AUTO 02027KT 9999 SCT027 24/19 Q1019 W///S4=,2020-09-12 11:00:54
97,SBMM,2020-09-12 12:00:00,METAR SBMM 121200Z AUTO 01027KT 9999 NCD 24/19 Q1020 W///S4=,2020-09-12 12:00:57
98,SBMM,2020-09-12 13:00:00,METAR SBMM 121300Z AUTO 01026KT 9999 NCD 24/20 Q1020 W///S4=,2020-09-12 13:00:45
99,SBMM,2020-09-12 14:00:00,METAR SBMM 121400Z AUTO 01027KT 9999 NCD 24/20 Q1020 W///S4=,2020-09-12 14:00:37
100,SBMM,2020-09-12 15:00:00,METAR SBMM 121500Z AUTO 01026KT 9999 NCD 24/19 Q1019 W///S4=,2020-09-12 15:00:52
101,SBMM,2020-09-12 16:00:00,METAR SBMM 121600Z AUTO 01025KT 9999 NCD 24/19 Q1019 W///S4=,2020-09-12 16:00:38
102,SBMM,2020-09-12 17:00:00,METAR SBMM 121700Z AUTO 01025KT 9999 NCD 24/20 Q1018 W///S4=,2020-09-12 17:00:48
103,SBMM,2020-09-12 18:00:00,METAR SBMM 121800Z AUTO 02026KT 9999 NCD 24/20 Q1018 W///S4=,2020-09-12 18:00:26
104,SBMM,2020-09-12 19:00:00,METAR SBMM 121900Z AUTO 02026KT 9999 NCD 24/19 Q1018 W///S4=,2020-09-12 20:23:00
105,SBMM,2020-09-12 20:00:00,METAR SBMM 122000Z AUTO 02025KT 9999 NCD 24/20 Q1018 W///S4=,2020-09-12 20:25:11
106,SBMM,2020-09-12 21:00:00,METAR SBMM 122100Z AUTO 02027KT 9999 NCD 24/20 Q1018 W///S4=,2020-09-12 21:00:34
107,SBMM,2020-09-12 22:00:00,METAR SBMM 122200Z AUTO 03027KT 9999 NCD 24/20 Q1018 W///S4=,2020-09-12 22:00:44
108,SBMM,2020-09-12 23:00:00,METAR SBMM 122300Z AUTO 03026KT 9999 NCD 24/20 Q1019 W///S4=,2020-09-12 23:00:47
109,SBMM,2020-09-13 00:00:00,METAR SBMM 130000Z AUTO 03028KT 9999 NCD 24/20 Q1019 W///S4=,2020-09-13 00:01:31
